folder name,file name,lifelines,messages,nesting_depth,cyclomatic_complexity,cohesion,coupling,completeness,clarity
US RoBERTa,046_alfred_89.txt,3,10,0,12,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,063_duraspace_27.txt,3,4,0,6,High,High,Incomplete (missing responses),Medium/Low
US RoBERTa,037_Restaurant_Management_System_339.txt,0,20,3,26,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,010_Library_Management_System_289.txt,1,3,0,5,High,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,056_culrepo_19.txt,2,10,0,12,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,057_culrepo_22.txt,0,7,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,025_Restaurant_Management_System_201.txt,4,6,0,8,Medium/Low,High,Incomplete (missing responses),Medium/Low
US RoBERTa,087_planningpoker_18.txt,0,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,058_culrepo_3.txt,0,9,0,11,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,002_Library_Management_System_113.txt,1,7,0,9,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,075_mis_30.txt,2,5,0,7,High,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,094_rdadmp_43.txt,2,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,033_Restaurant_Management_System_31.txt,3,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,074_mis_27.txt,5,12,0,15,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,038_Restaurant_Management_System_340.txt,0,7,0,9,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,040_alfred_106.txt,0,4,6,13,High,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,070_frictionless_18.txt,0,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,082_openspending_14.txt,0,5,0,8,High,Medium/Low,Incomplete (missing responses),Medium/Low
US,091_racdam_7.txt,1,5,0,7,High,Medium/Low,Incomplete (missing responses),Medium/Low
US,042_alfred_113.txt,0,9,0,11,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,061_datahub_53.txt,2,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US,008_Library_Management_System_220.txt,3,4,0,6,High,High,Incomplete (missing responses),Medium/Low
US,072_frictionless_32.txt,3,8,0,10,Medium/Low,High,Incomplete (missing responses),Medium/Low
US,086_openspending_49.txt,2,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,067_federalspending_15.txt,3,8,0,11,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,089_planningpoker_7.txt,0,10,0,12,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,053_cask_33.txt,0,18,0,20,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,039_Restaurant_Management_System_73.txt,2,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,066_duraspace_72.txt,1,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,027_Restaurant_Management_System_227.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US,098_unibath_1.txt,1,10,0,12,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,022_Restaurant_Management_System_178.txt,1,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US,030_Restaurant_Management_System_290.txt,1,2,0,4,High,Medium/Low,Incomplete (missing responses),Medium/Low
US,081_openspending_12.txt,0,7,0,9,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,034_Restaurant_Management_System_317.txt,1,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,049_badcamp_6.txt,4,11,0,14,Medium/Low,High,Incomplete (missing responses),Medium/Low
US,019_Library_Management_System_94.txt,1,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US,059_culrepo_70.txt,0,10,0,12,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,031_Restaurant_Management_System_300.txt,1,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,012_Library_Management_System_298.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US,047_archivesspace_47.txt,2,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,060_culrepo_91.txt,2,5,0,7,High,Medium/Low,Incomplete (missing responses),Medium/Low
US,071_frictionless_2.txt,2,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,044_alfred_58.txt,3,5,0,8,High,Medium/Low,Incomplete (missing responses),Medium/Low
US,036_Restaurant_Management_System_323.txt,1,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,065_duraspace_68.txt,2,5,0,7,High,Medium/Low,Incomplete (missing responses),Medium/Low
US,069_federalspending_74.txt,3,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,026_Restaurant_Management_System_222.txt,0,9,0,11,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,068_federalspending_68.txt,2,9,0,12,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,054_cask_42.txt,2,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US,064_duraspace_64.txt,0,13,0,16,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,005_Library_Management_System_165.txt,2,5,0,7,High,Medium/Low,Incomplete (missing responses),Medium/Low
US,080_neurohub_9.txt,2,8,0,10,Medium/Low,High,Incomplete (missing responses),Medium/Low
US,009_Library_Management_System_229.txt,2,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US,017_Library_Management_System_357.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US,004_Library_Management_System_119.txt,2,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,003_Library_Management_System_115.txt,2,7,1,11,Medium/Low,High,Incomplete (missing responses),Medium/Low
US,099_unibath_26.txt,2,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US,024_Restaurant_Management_System_199.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US,093_rdadmp_14.txt,4,10,0,12,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,052_cask_32.txt,0,12,0,14,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,076_mis_53.txt,4,10,0,12,Medium/Low,High,Incomplete (missing responses),Medium/Low
US,043_alfred_39.txt,2,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,018_Library_Management_System_85.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US,085_openspending_46.txt,1,5,0,7,High,Medium/Low,Incomplete (missing responses),Medium/Low
US,095_scrumalliance_47.txt,0,15,0,18,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,090_racdam_4.txt,0,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,100_zooniverse_27.txt,1,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,041_alfred_107.txt,5,12,6,21,Medium/Low,High,Incomplete (missing responses),Medium/Low
US,023_Restaurant_Management_System_189.txt,3,4,0,6,High,High,Incomplete (missing responses),Medium/Low
US,048_badcamp_42.txt,1,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,083_openspending_36.txt,0,7,0,9,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,096_scrumalliance_60.txt,2,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,001_Library_Management_System_106.txt,0,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,097_scrumalliance_87.txt,2,9,0,12,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,016_Library_Management_System_333.txt,0,10,0,12,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,051_cask_20.txt,1,5,0,7,High,Medium/Low,Incomplete (missing responses),Medium/Low
US,032_Restaurant_Management_System_304.txt,1,3,0,5,High,Medium/Low,Incomplete (missing responses),Medium/Low
US,028_Restaurant_Management_System_282.txt,2,6,0,8,Medium/Low,High,Incomplete (missing responses),Medium/Low
US,050_badcamp_65.txt,3,4,0,6,High,High,Incomplete (missing responses),Medium/Low
US,007_Library_Management_System_181.txt,4,6,0,8,Medium/Low,High,Incomplete (missing responses),Medium/Low
US,045_alfred_72.txt,2,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,013_Library_Management_System_308.txt,2,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,020_Restaurant_Management_System_136.txt,3,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,029_Restaurant_Management_System_287.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US,014_Library_Management_System_312.txt,2,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,015_Library_Management_System_318.txt,1,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,084_openspending_37.txt,1,10,0,12,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,035_Restaurant_Management_System_319.txt,2,4,0,6,High,High,Incomplete (missing responses),Medium/Low
US,021_Restaurant_Management_System_161.txt,3,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,088_planningpoker_2.txt,3,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,077_mis_65.txt,4,12,0,14,Medium/Low,High,Incomplete (missing responses),Medium/Low
US,055_cask_9.txt,1,7,1,11,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,079_neurohub_20.txt,3,4,0,6,High,High,Incomplete (missing responses),Medium/Low
US,073_mis_11.txt,4,7,0,9,Medium/Low,High,Incomplete (missing responses),Medium/Low
US,092_racdam_71.txt,2,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US,078_neurohub_101.txt,0,12,0,14,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,006_Library_Management_System_172.txt,2,11,0,14,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,062_datahub_57.txt,3,7,0,9,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,011_Library_Management_System_291.txt,3,5,0,7,High,Medium/Low,Incomplete (missing responses),Medium/Low
US,046_alfred_89.txt,2,7,0,9,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,063_duraspace_27.txt,0,10,0,13,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,037_Restaurant_Management_System_339.txt,1,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US,010_Library_Management_System_289.txt,3,9,0,12,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,056_culrepo_19.txt,0,10,0,12,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,057_culrepo_22.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US,025_Restaurant_Management_System_201.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US,087_planningpoker_18.txt,4,8,0,10,Medium/Low,High,Incomplete (missing responses),Medium/Low
US,058_culrepo_3.txt,0,9,0,12,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,002_Library_Management_System_113.txt,3,4,0,6,High,High,Incomplete (missing responses),Medium/Low
US,075_mis_30.txt,0,14,0,16,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,094_rdadmp_43.txt,2,12,0,14,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,033_Restaurant_Management_System_31.txt,1,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,074_mis_27.txt,4,17,0,19,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,038_Restaurant_Management_System_340.txt,3,18,0,20,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,040_alfred_106.txt,1,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US,070_frictionless_18.txt,3,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US,082_openspending_14.txt,1,12,0,15,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,091_racdam_7.txt,1,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,042_alfred_113.txt,3,9,0,11,Medium/Low,High,Incomplete (missing responses),Medium/Low
US T5,061_datahub_53.txt,4,12,0,14,Medium/Low,High,Incomplete (missing responses),Medium/Low
US T5,008_Library_Management_System_220.txt,1,3,0,5,High,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,072_frictionless_32.txt,4,6,0,8,Medium/Low,High,Incomplete (missing responses),Medium/Low
US T5,086_openspending_49.txt,1,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,067_federalspending_15.txt,2,9,0,11,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,089_planningpoker_7.txt,3,8,0,10,Medium/Low,High,Incomplete (missing responses),Medium/Low
US T5,053_cask_33.txt,4,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,039_Restaurant_Management_System_73.txt,1,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,066_duraspace_72.txt,0,16,0,18,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,027_Restaurant_Management_System_227.txt,2,5,0,7,High,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,098_unibath_1.txt,1,27,0,30,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,022_Restaurant_Management_System_178.txt,1,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,030_Restaurant_Management_System_290.txt,0,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,081_openspending_12.txt,0,7,0,9,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,034_Restaurant_Management_System_317.txt,2,5,0,7,High,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,049_badcamp_6.txt,2,12,0,14,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,019_Library_Management_System_94.txt,1,2,0,4,High,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,059_culrepo_70.txt,0,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,031_Restaurant_Management_System_300.txt,2,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,012_Library_Management_System_298.txt,1,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,047_archivesspace_47.txt,1,9,0,11,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,060_culrepo_91.txt,2,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,071_frictionless_2.txt,1,5,0,7,High,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,044_alfred_58.txt,4,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,036_Restaurant_Management_System_323.txt,1,7,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,065_duraspace_68.txt,4,6,0,8,Medium/Low,High,Incomplete (missing responses),Medium/Low
US T5,069_federalspending_74.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,026_Restaurant_Management_System_222.txt,1,5,0,7,High,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,068_federalspending_68.txt,3,6,0,9,Medium/Low,High,Incomplete (missing responses),Medium/Low
US T5,054_cask_42.txt,0,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,064_duraspace_64.txt,0,11,0,13,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,005_Library_Management_System_165.txt,4,8,0,10,Medium/Low,High,Incomplete (missing responses),Medium/Low
US T5,080_neurohub_9.txt,2,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,009_Library_Management_System_229.txt,1,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,017_Library_Management_System_357.txt,2,4,0,6,High,High,Incomplete (missing responses),Medium/Low
US T5,004_Library_Management_System_119.txt,1,12,0,14,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,003_Library_Management_System_115.txt,0,11,0,13,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,099_unibath_26.txt,2,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,024_Restaurant_Management_System_199.txt,0,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,093_rdadmp_14.txt,2,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,052_cask_32.txt,0,7,0,9,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,076_mis_53.txt,2,3,0,6,High,High,Incomplete (missing responses),Medium/Low
US T5,043_alfred_39.txt,3,8,0,10,Medium/Low,High,Incomplete (missing responses),Medium/Low
US T5,018_Library_Management_System_85.txt,0,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,085_openspending_46.txt,0,0,0,2,High,High,High,Medium/Low
US T5,095_scrumalliance_47.txt,0,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,090_racdam_4.txt,3,4,0,6,High,High,Incomplete (missing responses),Medium/Low
US T5,100_zooniverse_27.txt,0,7,0,9,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,041_alfred_107.txt,2,3,0,6,High,High,Incomplete (missing responses),Medium/Low
US T5,023_Restaurant_Management_System_189.txt,2,2,0,4,High,High,Incomplete (missing responses),Medium/Low
US T5,048_badcamp_42.txt,3,4,0,6,High,High,Incomplete (missing responses),Medium/Low
US T5,083_openspending_36.txt,1,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,096_scrumalliance_60.txt,2,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,001_Library_Management_System_106.txt,3,8,0,10,Medium/Low,High,Incomplete (missing responses),Medium/Low
US T5,097_scrumalliance_87.txt,0,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,016_Library_Management_System_333.txt,3,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,051_cask_20.txt,2,5,0,7,High,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,032_Restaurant_Management_System_304.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,028_Restaurant_Management_System_282.txt,3,4,0,6,High,High,Incomplete (missing responses),Medium/Low
US T5,050_badcamp_65.txt,3,4,0,6,High,High,Incomplete (missing responses),Medium/Low
US T5,007_Library_Management_System_181.txt,0,12,0,14,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,045_alfred_72.txt,0,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,013_Library_Management_System_308.txt,2,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,020_Restaurant_Management_System_136.txt,3,7,0,9,Medium/Low,High,Incomplete (missing responses),Medium/Low
US T5,029_Restaurant_Management_System_287.txt,2,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,014_Library_Management_System_312.txt,2,9,0,12,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,015_Library_Management_System_318.txt,2,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,084_openspending_37.txt,2,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,035_Restaurant_Management_System_319.txt,1,2,0,4,High,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,021_Restaurant_Management_System_161.txt,0,7,0,9,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,088_planningpoker_2.txt,2,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,077_mis_65.txt,3,12,0,14,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,055_cask_9.txt,0,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,079_neurohub_20.txt,0,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,073_mis_11.txt,0,5,0,7,High,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,092_racdam_71.txt,0,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,078_neurohub_101.txt,2,14,0,16,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,006_Library_Management_System_172.txt,1,7,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,062_datahub_57.txt,3,14,0,16,Medium/Low,High,Incomplete (missing responses),Medium/Low
US T5,011_Library_Management_System_291.txt,2,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,046_alfred_89.txt,3,14,0,16,Medium/Low,High,Incomplete (missing responses),Medium/Low
US T5,063_duraspace_27.txt,2,5,0,7,High,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,037_Restaurant_Management_System_339.txt,1,14,0,17,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,010_Library_Management_System_289.txt,2,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,056_culrepo_19.txt,0,10,0,12,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,057_culrepo_22.txt,0,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,025_Restaurant_Management_System_201.txt,0,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,087_planningpoker_18.txt,2,6,0,8,Medium/Low,High,Incomplete (missing responses),Medium/Low
US T5,058_culrepo_3.txt,0,8,0,11,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,002_Library_Management_System_113.txt,2,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,075_mis_30.txt,2,2,0,4,High,High,Incomplete (missing responses),Medium/Low
US T5,094_rdadmp_43.txt,0,11,0,13,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,033_Restaurant_Management_System_31.txt,4,8,0,10,Medium/Low,High,Incomplete (missing responses),Medium/Low
US T5,074_mis_27.txt,2,12,0,14,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,038_Restaurant_Management_System_340.txt,1,10,0,12,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,040_alfred_106.txt,2,3,0,6,High,High,Incomplete (missing responses),Medium/Low
US T5,070_frictionless_18.txt,1,2,0,4,High,Medium/Low,Incomplete (missing responses),Medium/Low
US T5,082_openspending_14.txt,0,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,091_racdam_7.txt,0,10,0,12,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,042_alfred_113.txt,0,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,061_datahub_53.txt,0,10,0,12,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,008_Library_Management_System_220.txt,3,5,0,7,High,High,Incomplete (missing responses),Medium/Low
US BERTSUM,072_frictionless_32.txt,0,0,0,2,High,High,High,Medium/Low
US BERTSUM,086_openspending_49.txt,3,7,0,9,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,067_federalspending_15.txt,3,5,0,7,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,089_planningpoker_7.txt,0,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,053_cask_33.txt,0,10,0,12,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,039_Restaurant_Management_System_73.txt,3,4,0,6,High,High,Incomplete (missing responses),Medium/Low
US BERTSUM,066_duraspace_72.txt,3,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,027_Restaurant_Management_System_227.txt,0,5,0,7,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,098_unibath_1.txt,3,32,1,36,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,022_Restaurant_Management_System_178.txt,2,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,030_Restaurant_Management_System_290.txt,0,3,0,5,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,081_openspending_12.txt,4,14,0,16,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,034_Restaurant_Management_System_317.txt,1,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,049_badcamp_6.txt,0,7,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,019_Library_Management_System_94.txt,0,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,059_culrepo_70.txt,0,10,0,12,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,031_Restaurant_Management_System_300.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,012_Library_Management_System_298.txt,1,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,047_archivesspace_47.txt,1,12,0,14,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,060_culrepo_91.txt,2,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,071_frictionless_2.txt,0,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,044_alfred_58.txt,2,5,0,7,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,036_Restaurant_Management_System_323.txt,1,7,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,065_duraspace_68.txt,4,7,0,9,Medium/Low,High,Incomplete (missing responses),Medium/Low
US BERTSUM,069_federalspending_74.txt,4,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,026_Restaurant_Management_System_222.txt,0,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,068_federalspending_68.txt,0,7,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,054_cask_42.txt,0,0,0,2,High,High,High,Medium/Low
US BERTSUM,064_duraspace_64.txt,1,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,005_Library_Management_System_165.txt,0,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,080_neurohub_9.txt,2,10,0,12,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BERTSUM,009_Library_Management_System_229.txt,3,4,0,6,High,High,Incomplete (missing responses),Medium/Low
US BERTSUM,017_Library_Management_System_357.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
